V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,Amount_log,Time_sin,Time_cos,V14_x_V17,V12_x_V14,V10_x_V14,V3_x_V7,V11_x_V4
1.81674147008485,-0.381940690639911,-0.497559574327797,1.24834444725729,-0.309132483836482,0.0472891078713618,-0.427103041905583,0.0312909777627395,0.861278165705834,0.166921978184028,-0.975964534986364,0.292761205560804,0.372054239621254,-0.0367832439324575,0.864647163071431,0.467055631013722,-0.813136768828434,0.325162900093649,-0.80041381824582,-0.0486017446385054,0.266283873048704,0.724738857897754,0.0929054925904531,0.595599689525468,-0.0902140844721452,-0.593875724617012,0.0414675650517133,-0.0104069060661392,4.454347296253507,-0.9704363065167684,0.24135735951922585,0.02990980811826659,-0.010768706838103386,-0.006139931841231452,0.21250920772464912,-1.2183399079702706
-2.5724882221288317,1.4481331131867259,-0.9808292088467866,1.8938447211511975,-0.9540191870926695,-0.6604864823429446,-2.3833932372682347,0.772582024880466,-1.144373552551854,-3.81676853174111,2.5303209875582886,-2.384986864499696,0.5985633740553798,-5.353374593592961,-1.5098011528115638,-2.9022916693534815,-5.059878818480788,-1.4707952324047864,0.49391281689657773,0.058488554356337805,0.6516188731045698,0.23701533511717424,-0.6099799045739787,0.037179967650904366,0.1402070834049158,-0.4166626266964584,0.3878103394819728,0.17646559566223563,3.2754369965580503,-0.8096531991751159,0.3724859864790013,27.076067727393635,12.774106164570204,20.424210933295296,2.367626900849322,4.753643182918391
1.948018472395495,0.09263740169166901,-2.551482991727861,0.43173013337534116,1.062639332082384,-0.16695172890527277,0.2400936104924481,-0.08686717408754624,0.6085144485984777,-0.9272277574905355,0.4596062563748749,0.7127532123978345,0.3991371451196892,-1.9740992266040773,-0.7239211955756439,0.5156109498860191,0.940639034237013,1.1772417759883447,0.5244482516493477,0.02195954466825667,-0.14476633248224957,-0.28373460130694367,-0.08113159618594004,-0.4374199079209916,0.286232596390844,-0.3109143770407776,0.002965682310221666,-0.00954887783943481,3.9120212672907595,-0.23095749775631147,0.9271384360017036,-1.8702139703999148,-1.4012526162003132,1.8442515053836774,-0.6048469373246149,0.1880818107469941
-1.9655905693671463,1.2960789186288069,-0.7006854958937233,1.0301069631172282,-1.3589404499420334,-0.6583349511574148,-1.9340056691424747,0.5552867315652098,-0.969265145834852,-2.57420605240594,2.59322960841767,-3.336514434841022,-0.690143337389129,-3.5496588802388467,-0.13617521655605716,-2.5264022015828718,-7.0575953289097635,-1.351291843391951,0.18112778398278434,0.049600936998451126,0.6876262113657357,0.7571487516494773,-0.09919801468590117,-0.028430227496132447,0.17952111379784902,-0.27108767526730126,-0.2668876523482756,-0.1129215290868992,3.4179210050827415,-0.33188840365435324,-0.9299578818459145,25.013492874191737,11.753095714846843,9.174184876769647,1.3274690109859124,2.6677339695037134
1.4335415595320429,-0.42284240776019866,-2.2015993158335285,0.8971785379658961,0.20335394616577793,-1.1548979460684798,0.627950498193837,-0.3437128691090069,0.9268460626723815,-1.3211253262901217,-0.4790904624108335,0.05201712734387165,-0.3113899313956513,-2.006806070317226,0.03176014292649474,0.0017346289433230466,1.6686321135146285,0.5732924759275205,-0.052564437183446576,0.30240899503109336,-0.040625910815697094,-0.3483167862192344,-0.22718951833680942,-0.39298087826259787,0.2764929503086749,-0.4990023871134019,-0.004966386112673792,0.045765113294952704,5.462583066502855,-0.040904279305537736,-0.9975272718730424,-3.417476576428242,-0.1838871696032608,2.719034532021217,-1.6215930013326216,-0.49167056421461475
-0.7628872076409514,0.5149559491883015,1.1533655571552117,-0.2239484728187901,-0.5450000846046384,-0.5814888800083868,0.7399734530217499,0.07818849684022687,-0.16078191407029646,-1.0046419108819478,1.4856330141327236,-0.38859711224792126,-1.5857432832850302,-0.9554118913656582,0.28015696553807456,1.3094410340096805,0.17144827371224902,1.238410536468407,-0.9122824928192618,-0.13249002479970734,0.1436762835394297,0.22443378029299202,-0.02817426552878436,0.3918909589098784,-0.19140945614301713,0.28931106895032543,-0.0662091589794672,0.010235272836409733,4.9342549189479294,-0.5892826624320004,0.7963246057726148,-0.2520397057080832,0.42057360215138345,0.9946667974701184,0.8522080356198783,-0.34190852317422044
1.5063415256559298,-0.5450459774427828,-2.54341204303491,0.7735582776705289,0.17489865838457563,-1.4101256603452026,0.7353423323249394,-0.4369475885247118,1.0016383100873676,-1.4330809089995569,-0.34495325161193313,0.20308847756228765,-0.08420846041333387,-2.1507576454221717,0.02341165192486678,-0.014554034450927962,1.7541724353716466,0.6891905477874637,-0.038013680680067635,0.37887383248337203,0.02866230433248302,-0.2045639855600911,-0.24438264090729894,-0.27752033217965616,0.21296468356466539,-0.5167250468643253,-0.014114224312264683,0.04428895973215322,5.645042701649551,-0.0923424175553985,-0.9117720972752419,-3.7683355019278277,-0.4411617908850209,3.0828633727777657,-1.8799542354493561,-0.2672624975889631
0.016766083422361827,4.135395958882665,-6.386025733556451,6.5270993563799475,1.023327077952683,-2.9716457812919375,-1.657796211261757,0.22213838900680294,-2.951948883513524,-6.123189251084527,6.1596764756387055,-9.442758257357449,0.1521635137225521,-10.710575298346841,-0.9751374984152799,-1.8588883959636633,-1.409486964176713,0.41641689301634954,-1.6587708159358083,0.533518822978285,0.3672374293513584,-0.593835715299317,-0.5986209182182397,-0.27485524190814525,1.5414398573248713,0.5228237640956783,0.7363753009860207,0.5059077508061847,0.6931471805599453,0.520642624899306,0.8537746488043005,15.102944362413874,101.12778883712932,65.58137336900018,10.591278939252165,40.11639142399795
0.9267530526642844,3.2442936793938273,-4.985435301083567,4.610835192573124,3.039412172816627,-1.2989550938173715,0.98489663080243,-1.7806236471757066,-2.1102851125636004,-1.3785955104070133,2.652702024358999,-1.4795890159649308,-0.7102664387650137,-7.434506823540885,-0.5085209198844431,3.105962376150094,5.6914252249216295,3.7169002421490607,-1.9689951355986113,-0.3754109309133249,1.3740193832935303,-0.7680209046546532,0.3322276513957723,-1.1813356109654063,-1.21894694359302,0.00932640735209328,0.17347100891061124,0.11865871998836908,0.5519061839903344,-0.6687016224944222,-0.7208251894062376,-42.30482391880778,10.99481858766699,10.239487713692544,-4.903994295853061,12.248575386516663
2.20649207959207,-1.09483520015321,-0.92179097160265,-1.01626081882396,-0.749397528969805,-0.0759342568207345,-1.11914122758929,0.0417745609199284,0.343282861027557,0.765867277200197,-1.66064304644275,-1.35673825297781,-0.782207332751661,-0.313992950911692,0.391697889906053,1.4328617364173,-0.0751391657234022,-0.748675025272177,0.722756483340328,-0.0375428300367433,0.262771691737816,0.741761773475166,0.0925310029430144,0.09027965340983,-0.0798796992710937,-0.0778318805064332,-0.0042122787161006,-0.04896544307975,3.0421386463681466,0.5317681555883084,-0.8468899743781412,0.023593168374533714,0.42600624766727624,-0.24047692637479265,1.0316142795401142,1.6876464621522245
